id_execucao;id_cenario;n_holders;distribuicao;parametro_dist;n_candidatos;tamanho_comite;turnout;n_aprovacoes;n_blocos;frac_proxy;tam_cartel;orcamento_suborno;frac_exchange;frac_colludida;n_rodadas;vantagem_incumbencia;reinveste_recompensa;metrica;camada;n_runs;seed_base;media;ic95
20260709_122851;13;500;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;13;500;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.10201888;0.00149614
20260709_122851;13;500;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.10227844;0.00157510
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;3.00000000;0.09397481
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;3.00000000;0.09397481
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.16581055;0.05452547
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.06620194;0.01303138
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.06561333;0.01342725
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.16752278;0.05452547
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.39953527;0.01303138
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.39894667;0.01342725
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.10130056;0.00169390
20260709_122851;14;500;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.10151455;0.00180596
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;3.03333333;0.06533333
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;3.03333333;0.06533333
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.11683394;0.05221781
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.34989509;0.01193479
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.35126667;0.01203468
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.21649939;0.05221781
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.68322843;0.01193479
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.68460000;0.01203468
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.10042202;0.00117352
20260709_122851;15;500;pareto;1.5;80;11;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.10061545;0.00118882
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;3.10000000;0.10918886
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;3.10000000;0.10918886
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.08239211;0.05045675
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.55440679;0.00620229
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.55348000;0.00631516
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.25094122;0.05045675
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.88774012;0.00620229
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.88681333;0.00631516
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.09626802;0.00071424
20260709_122851;16;500;pareto;1.5;80;11;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.09637980;0.00068850
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;4.43333333;0.20337098
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;4.46666667;0.20445371
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.33333333;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;0.33333333;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;0.33333333;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.00000000;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.00000000;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.00000000;0.00000000
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.05740514;0.00124465
20260709_122851;17;500;pareto;1.5;80;21;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.05750549;0.00128493
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;4.46666667;0.22501685
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;4.46666667;0.24385210
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.16581055;0.05452547
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;0.06153379;0.01077924
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;0.06164000;0.01145552
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.16752278;0.05452547
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.27179954;0.01077924
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.27169333;0.01145552
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.05763969;0.00112550
20260709_122851;18;500;pareto;1.5;80;21;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.05781732;0.00121306
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;4.40000000;0.24142565
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;4.36666667;0.23928232
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.11683394;0.05221781
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.14140847;0.01573686
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.14240000;0.01604626
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.21649939;0.05221781
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.47474180;0.01573686
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.47573333;0.01604626
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.05824911;0.00121303
20260709_122851;19;500;pareto;1.5;80;21;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.05842221;0.00123751
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;4.66666667;0.23649808
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;4.70000000;0.23304994
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.08239211;0.05045675
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.29835868;0.01723112
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.29959333;0.01731711
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.25094122;0.05045675
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.63169201;0.01723112
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.63292667;0.01731711
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.05759326;0.00120434
20260709_122851;20;500;pareto;1.5;80;21;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.05777546;0.00120453
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;5.70000000;0.31379706
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;5.63333333;0.33202954
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.33333333;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;0.33333333;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;0.33333333;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.00000000;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.00000000;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.00000000;0.00000000
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.04230851;0.00121760
20260709_122851;21;500;pareto;1.5;93;31;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.04241111;0.00124599
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;5.53333333;0.27771636
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;5.60000000;0.30595981
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.16581055;0.05452547
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;0.10277797;0.00937805
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;0.10335333;0.00959288
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.16752278;0.05452547
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.23055537;0.00937805
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.22998000;0.00959288
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.04289970;0.00140961
20260709_122851;22;500;pareto;1.5;93;31;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.04304642;0.00143336
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;5.23333333;0.20337098
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;5.26666667;0.20872846
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.11683394;0.05221781
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.06820364;0.01339015
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.06785333;0.01352847
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.21649939;0.05221781
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.40153697;0.01339015
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.40118667;0.01352847
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.04401109;0.00112784
20260709_122851;23;500;pareto;1.5;93;31;0.5;15;5000;0.0;6;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.04415169;0.00114628
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;24.86666667;4.09705730
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;5.50000000;0.24415371
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;5.46666667;0.24385210
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.08239211;0.05045675
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.20370563;0.01371988
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.20441333;0.01467868
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.25094122;0.05045675
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.53703897;0.01371988
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.53774667;0.01467868
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.04028965;0.04815522
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.04389952;0.00083851
20260709_122851;24;500;pareto;1.5;93;31;0.5;15;5000;0.0;9;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.04405870;0.00089259
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;46.30000000;7.57133157
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;2.93333333;0.16095043
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;2.93333333;0.13066667
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.33333333;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;0.33333333;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;0.33333333;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.00000000;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.00000000;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.00000000;0.00000000
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.03334040;0.03845012
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.10300411;0.00219977
20260709_122851;25;1000;pareto;1.5;80;11;0.5;15;5000;0.0;0;0.0;0.0;0.0;1;0.0;0.0;hhi;produzido;30;3100;0.10281854;0.00214596
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;stake;30;3100;46.30000000;7.57133157
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;eleito;30;3100;3.00000000;0.13290045
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;cartel_break_even;produzido;30;3100;3.00000000;0.13290045
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;stake;30;3100;0.19216169;0.05176633
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;eleito;30;3100;-0.07347872;0.01503395
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;margem_limiar;produzido;30;3100;-0.07210000;0.01560838
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;stake;30;3100;0.14117164;0.05176633
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;eleito;30;3100;0.40681205;0.01503395
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;peso_cartel;produzido;30;3100;0.40543333;0.01560838
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;stake;30;3100;0.03334040;0.03845012
20260709_122851;26;1000;pareto;1.5;80;11;0.5;15;5000;0.0;3;0.0;0.0;0.0;1;0.0;0.0;hhi;eleito;30;3100;0.10252424;0.00195920
